"","Comp1","Comp2","Comp3","Comp4","Comp5"
"LFxTRC5183ps",-0.0107892251083166,0.016742063652387,0.00790244724866202,-0.0133344645163018,-0.00852860188282077
"LFxTRC5184ps",0.0082484598275433,-0.0055363656863854,0.00434635413226299,0.0022715957097363,0.0102393461701708
"LFxTRC5185ps",-0.0476448647780932,-0.0216797129361209,0.012068226507091,0.00923697793886497,0.011068387847287
"LFxTRC5186ps",-0.0303322149798747,-0.0157971069012769,-0.00121301521538994,-0.00378298226737163,-0.0101091626742596
"LFxTRC5187ps",0.00754639931876317,-0.0291872490523065,-0.0187267642741054,-0.00885676739174291,0.00716732129444587
"LFxTRC5188ps",0.0226403165026689,0.00113647667482985,-0.00427126068981559,-0.0167405801700656,-0.00206000032231214
"LFxTRC5190ps",0.0147280573180164,0.0160156017411959,0.0305534417022316,0.0304720350145331,0.0129915284896174
"LFxTRC5191ps",-0.0133074791759163,-0.0293529165736102,0.0175616937367132,-0.00146584024325927,-0.00530883902715089
"LFxTRC5192ps",0.0142192118874084,-0.0257692730489897,0.0173939034808786,-0.0113409162439406,-0.00253435821590144
"LFxTRC5193ps",-0.014943436659564,0.0126447390976907,-0.00451043580063576,-0.00912611400780568,-0.00834686108353803
"LFxTRC5194ps",0.0319581245134857,0.00384006922993714,0.00395999383826191,-0.0131158279496051,0.000854885579569288
"LFxTRC5195ps",-0.00273540949005087,-0.016915163646086,-0.0261508145327208,-0.00948615456843208,-0.00402868489948304
"LFxTRC5196ps",0.00756490919994188,-0.0117357815318658,-0.022231694842816,-0.0118902745873512,-0.00336570022956278
"LFxTRC5197ps",-0.0262988848733669,0.00712990020548511,-0.00898182565224971,-0.0237876876379981,0.00818215441874651
"LFxTRC5198ps",-0.0240387922328555,-0.00438997910035756,-0.000541150519198255,-0.00995404342123683,-0.00411175547865754
"LFxTRC5199ps",-0.018307432080026,0.0174681930079688,-0.0133718041849598,-0.0107236201234363,-0.0186059346795243
"LFxTRC5200ps",-0.00378008345709328,0.0032401387829995,0.0168389308783276,0.00321375131508497,0.0134277349375493
"LFxTRC5201ps",-0.0136255683948348,-0.00473382263397239,0.0150860084734455,-0.0131283625314326,0.0289658764114164
"LFxTRC5202ps",0.00822054528667363,-0.00546703849694001,0.0236118459042727,-0.0093539789873456,0.00120157818867833
"LFxTRC5203ps",0.0305072972350446,0.00507133661858422,0.00522657915900496,-0.00756725005341006,-0.00362332155732354
"LFxTRC5204ps",-0.0235267957795012,-0.015385156981296,-0.00263348435061909,-0.00672712121912731,0.000904845242523899
"LFxTRC5205ps",-0.0473811242970651,0.00511539635935591,-0.0142377790299496,-0.00286537678268141,-0.00755271811131457
"LFxTRC5206ps",-0.0170603718960898,0.0191129430634687,-1.06194320724701e-06,0.000480826008887925,-0.00999954434106254
"LFxTRC5207ps",-0.0218267788610729,-0.0065930215644011,0.0277815574756381,0.00278785744441009,0.019137283519094
"LFxTRC5208ps",0.00609416046913019,0.000205878676792119,-0.00503447056616129,-0.00488185939190239,0.00808974950433361
"LFxTRC5209ps",-0.031664757189355,0.0160311121687192,-0.0345590079234533,-3.73033158867598e-05,-0.00917108385722945
"LFxTRC5210ps",-0.0373174088463414,-0.00885428777493801,-0.0106203931178973,-0.00738438934290743,-0.0159919916330851
"LFxTRC5213ps",0.00661949541740969,0.0067230379805556,0.0145171671952196,-0.00402751234428455,-0.0168676842845827
"LFxTRC5216ps",-0.0366280747591317,0.0208175104030873,-0.0120355763866958,-0.00285433596351734,0.00308944268229236
"LFxTRC5217ps",-0.00414192649426459,-0.0239296036240461,-0.000340584098311238,0.0152473711115803,-0.0115997692441236
"LFxTRC5218ps",-0.00470956998616874,-0.0267429483507361,0.00188443572398132,0.0141610093806385,-0.00619280883773843
"LFxTRC5219ps",0.0298690252841064,-0.0136699399908201,-0.00189676153906112,-0.00136237580101537,-0.0143104925062454
"LFxTRC5220ps",-0.0049744129501027,-0.00944276807150601,0.00721214622886997,0.00789174707926047,-0.00052277342519322
"LFxTRC5222ps",0.00751628319346914,0.00843217457782227,-0.00560174131388559,-0.00189858277520644,0.00875901163909617
"LFxTRC5224ps",0.0258584440598156,0.0102001465000153,-0.0222661240967053,0.00414817487971162,-0.00372076267605947
"LFxTRC5226ps",-0.00731210485364517,-0.00314061613736235,-0.000219554943529738,0.0192750017803786,-0.00261351607580974
"LFxTRC5227ps",0.0288943566600797,-0.0137914140250945,-0.00572318044780516,0.0146154570483679,0.00951347618713176
"LFxTRC5228ps",0.0136998759341833,0.0119411480689847,-0.0152666676463734,-0.00613376660026932,-0.0150749821838492
"LFxTRC5230ps",0.0269088706137666,-0.00927962332982032,-0.00260059307878162,0.0130516700177363,0.00393971591766795
"LFxTRC5231ps",0.0118714033375912,-0.0279517358320262,-0.00486958119193959,-0.010842085777318,-0.012121619108848
"LFxTRC5301ps",0.0153835409725196,0.00993174061463691,0.0127134024504173,0.00353333028379688,0.0129873740475245
"LFxTRC5302ps",0.0139851982858307,0.00524847956599189,-0.0128000752183005,0.00160976315910272,0.00852173247049502
"LFxTRC5305ps",0.00897501879473274,-0.00653921695880755,0.0167046648663126,-0.0107393405745832,-0.00981817046278974
"LFxTRC5306ps",-0.019640672424342,-0.0159368395226304,-0.00552049110389478,-0.00235245854737878,-0.00248044322314475
"LFxTRC5308ps",-0.00267580875380995,-0.0061552987813414,-0.00188536835589199,-0.00114669566334312,-0.00624723088995022
"LFxTRC5309ps",0.020612022784218,0.0028810902682548,0.0302076836814299,0.00154064855018497,0.00979182127372206
"LFxTRC5313ps",0.0345372338386829,0.011340715763431,0.0131677422433873,-0.016547112737383,-0.0166189879573719
"LFxTRC5314ps",0.00661832504132983,-0.0025828274757696,0.00676441437586895,-0.00414781644096942,0.0239915225126951
"LFxTRC5316ps",-0.0299070151995175,0.029987114518962,-0.0052170817423069,0.0111621091683787,0.00456890628200699
"LFxTRC5334ps",0.00800722216904024,0.0130347233204032,-0.0179155356668166,-0.0166642142718756,0.00348013893231277
"LFxTRC5338ps",0.010114478874657,-0.00635201204115597,-0.0325727780805777,0.00266075153176787,0.014728788076803
"LFxTRC5353ps",0.0209501322831544,0.00408737221596102,-0.00436115804332821,0.00373778254599582,-0.00924399343859563
"LFxTRC5355ps",0.0132061082895522,-0.000577108292779372,-0.0232844712997138,0.0024680319607424,0.000690093320653055
"LFxTRC5356ps",0.0101269848649417,0.00434500181949276,0.00313220637339716,-0.0168068871494353,0.00280764117119151
"LFxTRC5357ps",0.0240400010042441,-0.0080656312064734,0.00530944064066323,0.00491177070893114,0.0136067968758719
"LFxTRC5359ps",0.0314463100257946,-0.00494963010695246,-0.0227098358435625,0.00772548798442298,0.00761349201906542
"LFxTRC5360ps",-0.0395226697293464,-0.0139286656931943,0.0136048634129612,-0.00532444255938246,0.00613050758105482
"LFxTRC5361ps",-0.0320920481593167,0.00015758564403956,0.00661041245927762,0.00522764456605525,-0.0175262622012512
"LFxTRC5362ps",0.00557247386489066,-0.0137362176143119,-0.00942375640507773,0.00771822819569713,-0.0139703096734339
"LFxTRC5363ps",-0.00588086224667397,0.000352237391617397,0.0178395067558251,0.00459769703420884,-0.00539839658132662
"LFxTRC5364ps",-0.0372496346719511,0.0092569486558964,-0.00495083424352403,0.0248641859023729,-0.000666520047263799
"LFxTRC5365ps",-0.0201144293343076,-0.00551163241151895,0.00810666891068394,-0.00109179137890754,0.0106714558807767
"LFxTRC5366ps",0.0260745095234284,-0.00891544535503331,-0.00420090887170481,-0.00453473502155133,-0.00609926793943681
"LFxTRC5367ps",-0.0130192345089547,0.00420025077886919,0.000510834912597202,0.00548357266281921,-0.0047973752138432
"LFxTRC5368ps",0.0385508119169855,-0.0123064409164669,-0.00998155150305398,0.00367223394021406,0.0213118097253434
"LFxTRC5369ps",0.0145601836767437,0.00133351602327407,-0.0035147560055934,-0.00925869651673394,0.00609189982658974
"LFxTRC5371ps",0.0178619302053381,-0.0188367771370817,0.0126090305802356,-0.0139017382823819,0.0115971870785007
"LFxTRC5373ps",0.0237777450211603,-0.0117799784092693,-0.00936495337951565,0.00589664291743996,0.00728681671246915
"LFxTRC5374ps",0.0274527644916396,0.0125098502188135,0.0143122818146401,0.00289057515113433,0.0145491385444565
"LFxTRC5375ps",0.00646969887005942,-0.00469323276035971,-0.000284190698874497,-0.00627531204755536,0.00488205207560786
"LFxTRC5376ps",-0.00055567912073575,0.018205779897066,-0.00482583459280843,0.00447757638509423,0.00620911975524167
"LFxTRC5377ps",0.016309395794391,0.00503652054347414,0.00431370997824647,-0.010069691792735,-0.00166795358732574
"LFxTRC5378ps",-0.00315858460162647,0.0116984366233594,0.000552744517074616,-0.0124380223957129,0.00387596983644458
"LFxTRC5379ps",0.0144217216999792,-0.0033662317927231,0.0112077504911132,-0.00302480563822189,0.00420577565697197
"LFxTRC5380ps",0.00755325706335391,0.00910537233294333,0.0192303177577766,-0.00560700415081911,-4.89306935703561e-05
"LFxTRC5381ps",-0.0224684478943335,0.0151655497042195,0.0111303906246411,-0.0022289180906579,-0.00408066746968688
"LFxTRC5382ps",-0.0236200783051777,0.0107873934247065,-0.0197992142413301,-0.00151229655707359,0.0201197367252672
"LFxTRC5384ps",0.0317286163709335,0.00996918908511689,-0.00223265071397024,0.00232786280588641,0.0197747460624439
"LFxTRC5385ps",0.00675262726530804,-0.00242975217594269,-0.00962868447091465,0.00593304124094378,0.0103288490478699
"LFxTRC5386ps",0.00327726998470509,0.00281399824023602,-0.0057004505214813,0.0144829465192534,0.0054150108443152
"LFxTRC5387ps",0.0541055322573251,0.0154953317675282,-0.0206698521997309,0.0216472042101902,0.00111292214456148
"LFxTRC5388ps",-0.0458941684792246,0.00583554032855141,0.0119573016367123,-0.0092798775450659,0.00891683278254276
"LFxTRC5389ps",0.0275877784689517,-0.00274273959938599,0.0115677234694702,-0.0160681163407336,0.000311192118089094
